project,cve_id,commit,function,basic_blocks,binary_file
imagemagick,CVE-2022-32547,eac8ce4d873f,GetEXIFProperty,340,CVE-2022-32547-patch-eac8ce4d873f-magickcore
imagemagick,CVE-2019-13133,fe3066122ef7,ReadBMPImage,824,CVE-2019-13133-patch-fe3066122ef7-magickcore
imagemagick,CVE-2019-13133,fe3066122ef7,ReadVIFFImage,589,CVE-2019-13133-patch-fe3066122ef7-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,FormatMagickCaption,53,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ShearRotateImage,105,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,WritePS2Image,611,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,WritePS3Image,546,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,SVGStartElement,911,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ReadPCLImage,207,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,AnnotateImage,378,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,WritePDFImage,1530,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ReadLABELImage,207,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,RenderMVGContent,1362,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,WritePSImage,665,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ShadowImage,65,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ReadCAPTIONImage,218,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2023-34151,3d6d98d8a2be,ParseMetaGeometry,229,CVE-2023-34151-patch-3d6d98d8a2be-magickcore
imagemagick,CVE-2018-16644,16916c8979c3,ReadDCMImage,1633,CVE-2018-16644-patch-16916c8979c3-magickcore
imagemagick,CVE-2017-9098,1c358ffe0049,ReadRLEImage,395,CVE-2017-9098-patch-1c358ffe0049-magickcore
imagemagick,CVE-2019-10650,b0fe1aa7c2ed,WriteTIFFImage,513,CVE-2019-10650-patch-b0fe1aa7c2ed-magickcore
imagemagick,CVE-2022-1115,c8718305f120,ReadTIFFImage,854,CVE-2022-1115-patch-c8718305f120-magickcore
imagemagick,CVE-2019-7395,8a43abefb38c,WritePSDChannel,68,CVE-2019-7395-patch-8a43abefb38c-magickcore
imagemagick,CVE-2023-5341,aa673b2e4def,ReadBMPImage,877,CVE-2023-5341-patch-aa673b2e4def-magickcore
imagemagick,CVE-2020-25665,cfd829bd3581,WritePALMImage,268,CVE-2020-25665-patch-cfd829bd3581-magickcore
imagemagick,CVE-2019-17547,ecf7c6b288e1,TraceBezier,82,CVE-2019-17547-patch-ecf7c6b288e1-magickcore
imagemagick,CVE-2020-27769,7b058696133c,PosterizeImage,83,CVE-2020-27769-patch-7b058696133c-magickcore
imagemagick,CVE-2020-25664,1f450bb5ba53,WriteOnePNGImage,1915,CVE-2020-25664-patch-1f450bb5ba53-magickcore
imagemagick,CVE-2022-3213,30ccf9a0da1f,ReadTIFFImage,863,CVE-2022-3213-patch-30ccf9a0da1f-magickcore
imagemagick,CVE-2019-13136,fe5f4b85e6b1,TIFFSeekCustomStream,19,CVE-2019-13136-patch-fe5f4b85e6b1-magickcore
imagemagick,CVE-2023-34153,cc4638de0c98,ReadVIDEOImage,48,CVE-2023-34153-patch-cc4638de0c98-magickcore
imagemagick,CVE-2023-34153,cc4638de0c98,IsVIDEO,7,CVE-2023-34153-patch-cc4638de0c98-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,EncipherAESBlock,22,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,PasskeyEncipherImage,97,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,TransformsRGBImage,209,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,PasskeyDecipherImage,91,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,RelinquishVirtualMemory,19,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,sRGBTransformImage,227,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20311,70aa86f5d5d8,WriteTHUMBNAILImage,78,CVE-2021-20311-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2020-27761,db5e12e24f13,WritePALMImage,259,CVE-2020-27761-patch-db5e12e24f13-magickcore
imagemagick,CVE-2019-18853,ec9c8944af2b,ReadSVGImage,116,CVE-2019-18853-patch-ec9c8944af2b-magickcore
imagemagick,CVE-2018-16643,6b6bff054d56,ReadCALSImage,85,CVE-2018-16643-patch-6b6bff054d56-magickcore
imagemagick,CVE-2018-16643,6b6bff054d56,ReadPWPImage,134,CVE-2018-16643-patch-6b6bff054d56-magickcore
imagemagick,CVE-2018-16643,6b6bff054d56,ReadPICTImage,807,CVE-2018-16643-patch-6b6bff054d56-magickcore
imagemagick,CVE-2018-16643,6b6bff054d56,ReadDCMImage,1598,CVE-2018-16643-patch-6b6bff054d56-magickcore
imagemagick,CVE-2016-5691,5511ef530576,ReadDCMImage,1021,CVE-2016-5691-patch-5511ef530576-magickcore
imagemagick,CVE-2023-34152,17c4859bf4b1,OpenBlob,168,CVE-2023-34152-patch-17c4859bf4b1-magickcore
imagemagick,CVE-2020-27765,a4c89f2a6106,OptimalTau,91,CVE-2020-27765-patch-a4c89f2a6106-magickcore
imagemagick,CVE-2020-27765,a4c89f2a6106,Classify,212,CVE-2020-27765-patch-a4c89f2a6106-magickcore
imagemagick,CVE-2020-27560,ef59bd764f88,OptimizeLayerFrames,198,CVE-2020-27560-patch-ef59bd764f88-magickcore
imagemagick,CVE-2020-27763,43539e67a47d,AcquireResizeFilter,190,CVE-2020-27763-patch-43539e67a47d-magickcore
imagemagick,CVE-2016-6491,dd84447b63a7,Get8BIMProperty,94,CVE-2016-6491-patch-dd84447b63a7-magickcore
imagemagick,CVE-2015-8958,1aa0c6dab6dc,ReadSUNImage,404,CVE-2015-8958-patch-1aa0c6dab6dc-magickcore
imagemagick,CVE-2016-7514,198fffab4daf,ReadPSDImage,244,CVE-2016-7514-patch-198fffab4daf-magickcore
imagemagick,CVE-2020-27752,a9d563d3d738,WriteOnePNGImage,1917,CVE-2020-27752-patch-a9d563d3d738-magickcore
imagemagick,CVE-2019-10131,cb1214c124e1,format8BIM,73,CVE-2019-10131-patch-cb1214c124e1-magickcore
imagemagick,CVE-2017-15033,ef8f40689ac4,ReadYUVImage,341,CVE-2017-15033-patch-ef8f40689ac4-magickcore
imagemagick,CVE-2023-34474,1061db7f80fd,ReadTIM2ImageData,235,CVE-2023-34474-patch-1061db7f80fd-magickcore
imagemagick,CVE-2023-34474,1061db7f80fd,ReplaceXmpValue,12,CVE-2023-34474-patch-1061db7f80fd-magickcore
imagemagick,CVE-2016-5690,5511ef530576,ReadDCMImage,1021,CVE-2016-5690-patch-5511ef530576-magickcore
imagemagick,CVE-2016-7101,7afcf9f71043,ReadSGIImage,379,CVE-2016-7101-patch-7afcf9f71043-magickcore
imagemagick,CVE-2020-25675,64dc80b2e190,CropImageToTiles,137,CVE-2020-25675-patch-64dc80b2e190-magickcore
imagemagick,CVE-2020-25675,64dc80b2e190,CropImage,104,CVE-2020-25675-patch-64dc80b2e190-magickcore
imagemagick,CVE-2023-1906,d7a8bdd7bb33,ReadTIFFImage,868,CVE-2023-1906-patch-d7a8bdd7bb33-magickcore
imagemagick,CVE-2020-25666,94691f00839d,HistogramCompare,11,CVE-2020-25666-patch-94691f00839d-magickcore
imagemagick,CVE-2016-10060,933e96f01a8c,ConcatenateImages,39,CVE-2016-10060-patch-933e96f01a8c-magickwand
imagemagick,CVE-2016-10060,933e96f01a8c,MagickUsage,21,CVE-2016-10060-patch-933e96f01a8c-magickwand
imagemagick,CVE-2020-19667,5462fd472501,ReadXPMImage,209,CVE-2020-19667-patch-5462fd472501-magickcore
imagemagick,CVE-2016-7515,2ad6d3349375,ReadRLEImage,396,CVE-2016-7515-patch-2ad6d3349375-magickcore
imagemagick,CVE-2016-5689,5511ef530576,ReadDCMImage,1021,CVE-2016-5689-patch-5511ef530576-magickcore
imagemagick,CVE-2019-13134,fe3066122ef7,ReadBMPImage,824,CVE-2019-13134-patch-fe3066122ef7-magickcore
imagemagick,CVE-2019-13134,fe3066122ef7,ReadVIFFImage,589,CVE-2019-13134-patch-fe3066122ef7-magickcore
imagemagick,CVE-2019-12976,c0fe488e7052,ReadPCLImage,186,CVE-2019-12976-patch-c0fe488e7052-magickcore
imagemagick,CVE-2019-12979,56a19e7ae07f,SetImageProperty,231,CVE-2019-12979-patch-56a19e7ae07f-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,EncipherAESBlock,22,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,PasskeyEncipherImage,97,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,TransformsRGBImage,209,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,PasskeyDecipherImage,91,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,RelinquishVirtualMemory,19,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,sRGBTransformImage,227,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20313,70aa86f5d5d8,WriteTHUMBNAILImage,78,CVE-2021-20313-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2019-11472,ab3e2be9b387,ReadXWDImage,394,CVE-2019-11472-patch-ab3e2be9b387-magickcore
imagemagick,CVE-2017-9499,7fd419441bc7,ReadMPCImage,545,CVE-2017-9499-patch-7fd419441bc7-magickcore
imagemagick,CVE-2019-10714,07eebcd72f45,LocaleLowercase,5,CVE-2019-10714-patch-07eebcd72f45-magickcore
imagemagick,CVE-2019-10714,07eebcd72f45,LocaleUppercase,5,CVE-2019-10714-patch-07eebcd72f45-magickcore
imagemagick,CVE-2020-25663,a47e7a994766,SetImageAlphaChannel,236,CVE-2020-25663-patch-a47e7a994766-magickcore
imagemagick,CVE-2021-20309,94174beff065,WaveImage,59,CVE-2021-20309-patch-94174beff065-magickcore
imagemagick,CVE-2021-20244,329dd528ab79,ImplodeImage,66,CVE-2021-20244-patch-329dd528ab79-magickcore
imagemagick,CVE-2022-32545,9c9a84cec4ab,ReadPSDChannelPixels,38,CVE-2022-32545-patch-9c9a84cec4ab-magickcore
imagemagick,CVE-2020-27760,c5fcdea6a6ae,GammaImage,88,CVE-2020-27760-patch-c5fcdea6a6ae-magickcore
imagemagick,CVE-2020-27760,c5fcdea6a6ae,LevelPixel,4,CVE-2020-27760-patch-c5fcdea6a6ae-magickcore
imagemagick,CVE-2017-14174,04a567494786,ReadPSDLayersInternal,243,CVE-2017-14174-patch-04a567494786-magickcore
imagemagick,CVE-2017-14174,04a567494786,ReadPSDChannel,49,CVE-2017-14174-patch-04a567494786-magickcore
imagemagick,CVE-2017-15032,241988ca2813,ReadYCBCRImage,652,CVE-2017-15032-patch-241988ca2813-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,EncipherAESBlock,22,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,PasskeyEncipherImage,97,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,TransformsRGBImage,209,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,PasskeyDecipherImage,91,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,RelinquishVirtualMemory,19,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,sRGBTransformImage,227,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2021-20312,70aa86f5d5d8,WriteTHUMBNAILImage,78,CVE-2021-20312-patch-70aa86f5d5d8-magickcore
imagemagick,CVE-2020-27829,6ee5059cd3ac,ReadTIFFImage,839,CVE-2020-27829-patch-6ee5059cd3ac-magickcore
imagemagick,CVE-2020-27772,a1142af44f61,WriteBMPImage,491,CVE-2020-27772-patch-a1142af44f61-magickcore
imagemagick,CVE-2019-15139,c78993d138bf,RegisterXWDImage,3,CVE-2019-15139-patch-c78993d138bf-magickcore
imagemagick,CVE-2019-15139,c78993d138bf,ReadXWDImage,453,CVE-2019-15139-patch-c78993d138bf-magickcore
imagemagick,CVE-2022-28463,ca3654ebf7a4,ReadCINImage,302,CVE-2022-28463-patch-ca3654ebf7a4-magickcore
imagemagick,CVE-2015-8900,97aa7d7cfd20,ReadHDRImage,246,CVE-2015-8900-patch-97aa7d7cfd20-magickcore
imagemagick,CVE-2021-3574,c6ad94fbb7b2,ReadTIFFImage,855,CVE-2021-3574-patch-c6ad94fbb7b2-magickcore
imagemagick,CVE-2020-27756,f35eca82b0c2,ParseMetaGeometry,242,CVE-2020-27756-patch-f35eca82b0c2-magickcore
imagemagick,CVE-2019-7398,9cf2f738f714,WriteDIBImage,213,CVE-2019-7398-patch-9cf2f738f714-magickcore
imagemagick,CVE-2021-3610,930ff0d1a9bc,ReadTIFFImage,839,CVE-2021-3610-patch-930ff0d1a9bc-magickcore
imagemagick,CVE-2017-11523,83e0f8ffd7ee,ReadTXTImage,171,CVE-2017-11523-patch-83e0f8ffd7ee-magickcore
imagemagick,CVE-2020-27762,7db3fa20893d,WriteHDRImage,123,CVE-2020-27762-patch-7db3fa20893d-magickcore
imagemagick,CVE-2019-14981,a77d8d97f5a7,MeanShiftImage,59,CVE-2019-14981-patch-a77d8d97f5a7-magickcore
imagemagick,CVE-2019-16711,ba0e05ee5a98,WritePS2Image,621,CVE-2019-16711-patch-ba0e05ee5a98-magickcore
imagemagick,CVE-2019-16711,ba0e05ee5a98,Huffman2DEncodeImage,19,CVE-2019-16711-patch-ba0e05ee5a98-magickcore
imagemagick,CVE-2020-27753,bb3acad195de,WriteMIFFImage,469,CVE-2020-27753-patch-bb3acad195de-magickcore
imagemagick,CVE-2020-27753,bb3acad195de,PopRunlengthPacket,100,CVE-2020-27753-patch-bb3acad195de-magickcore
imagemagick,CVE-2020-27753,bb3acad195de,ReadMIFFImage,875,CVE-2020-27753-patch-bb3acad195de-magickcore
imagemagick,CVE-2020-27753,bb3acad195de,PushRunlengthPacket,93,CVE-2020-27753-patch-bb3acad195de-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,AcquireVirtualMemory,61,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,WritePICTImage,290,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,ReadICONImage,438,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,AutoResizeImage,34,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,RelinquishVirtualMemory,22,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8896,0f6fc2d5bf8f,GetMagickDelegates,1,CVE-2015-8896-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2020-27758,f0a8d407b280,ReadTXTImage,198,CVE-2020-27758-patch-f0a8d407b280-magickcore
imagemagick,CVE-2021-20176,fbd9a963db1a,GenerateDifferentialNoise,43,CVE-2021-20176-patch-fbd9a963db1a-magickcore
imagemagick,CVE-2019-12975,ca720b5f0fdd,WriteDPXImage,459,CVE-2019-12975-patch-ca720b5f0fdd-magickcore
imagemagick,CVE-2019-19949,d17c047f7bff,Magick_png_write_raw_profile,36,CVE-2019-19949-patch-d17c047f7bff-magickcore
imagemagick,CVE-2020-25667,986b5dff1734,TIFFGetProfiles,38,CVE-2020-25667-patch-986b5dff1734-magickcore
imagemagick,CVE-2020-25667,986b5dff1734,TIFFGetEXIFProperties,67,CVE-2020-25667-patch-986b5dff1734-magickcore
imagemagick,CVE-2023-3428,a531d28e3130,ReadTIFFImage,864,CVE-2023-3428-patch-a531d28e3130-magickcore
imagemagick,CVE-2020-27774,29cee9152d1b,ApplyEvaluateOperator,77,CVE-2020-27774-patch-29cee9152d1b-magickcore
imagemagick,CVE-2023-1289,c5b23cbf2119,DrawPrimitive,294,CVE-2023-1289-patch-c5b23cbf2119-magickcore
imagemagick,CVE-2019-12978,18df5773b5ef,ReadCAPTIONImage,200,CVE-2019-12978-patch-18df5773b5ef-magickcore
imagemagick,CVE-2020-25674,67b871032183,WriteOnePNGImage,1915,CVE-2020-25674-patch-67b871032183-magickcore
imagemagick,CVE-2022-32546,f221ea0fa317,ReadPCLImage,212,CVE-2022-32546-patch-f221ea0fa317-magickcore
imagemagick,CVE-2019-7396,748a03651e5b,ReadSIXELImage,108,CVE-2019-7396-patch-748a03651e5b-magickcore
imagemagick,CVE-2023-3195,f62034093577,ReadTIFFImage,848,CVE-2023-3195-patch-f62034093577-magickcore
imagemagick,CVE-2019-7175,1e6a3ace073c,DecodeImage,21,CVE-2019-7175-patch-1e6a3ace073c-magickcore
imagemagick,CVE-2020-27750,a81ca9a1b46a,PixelSyncIterator,24,CVE-2020-27750-patch-a81ca9a1b46a-magickwand
imagemagick,CVE-2017-15277,9fd10cf63083,ReadGIFImage,312,CVE-2017-15277-patch-9fd10cf63083-magickcore
imagemagick,CVE-2016-7534,430403b0029b,SetQuantumPack,5,CVE-2016-7534-patch-430403b0029b-magickcore
imagemagick,CVE-2016-7534,430403b0029b,GetQuantumExtent,23,CVE-2016-7534-patch-430403b0029b-magickcore
imagemagick,CVE-2016-7534,430403b0029b,ImportCbYCrYQuantum,60,CVE-2016-7534-patch-430403b0029b-magickcore
imagemagick,CVE-2023-34475,1061db7f80fd,ReadTIM2ImageData,235,CVE-2023-34475-patch-1061db7f80fd-magickcore
imagemagick,CVE-2023-34475,1061db7f80fd,ReplaceXmpValue,12,CVE-2023-34475-patch-1061db7f80fd-magickcore
imagemagick,CVE-2021-3962,82775af03bbb,ReadDCMImage,1038,CVE-2021-3962-patch-82775af03bbb-magickcore
imagemagick,CVE-2020-27775,a2166bfb1049,ApplyEvaluateOperator,71,CVE-2020-27775-patch-a2166bfb1049-magickcore
imagemagick,CVE-2020-25676,406da3af9e09,InterpolatePixelInfo,192,CVE-2020-25676-patch-406da3af9e09-magickcore
imagemagick,CVE-2020-25676,406da3af9e09,InterpolatePixelChannel,200,CVE-2020-25676-patch-406da3af9e09-magickcore
imagemagick,CVE-2020-25676,406da3af9e09,InterpolatePixelChannels,312,CVE-2020-25676-patch-406da3af9e09-magickcore
imagemagick,CVE-2020-25676,406da3af9e09,MeshInterpolate,1,CVE-2020-25676-patch-406da3af9e09-magickcore
imagemagick,CVE-2020-25676,406da3af9e09,CatromWeights,1,CVE-2020-25676-patch-406da3af9e09-magickcore
imagemagick,CVE-2019-17541,39f226a9c137,ReadICCProfile,61,CVE-2019-17541-patch-39f226a9c137-magickcore
imagemagick,CVE-2019-17541,39f226a9c137,ReadIPTCProfile,70,CVE-2019-17541-patch-39f226a9c137-magickcore
imagemagick,CVE-2018-16645,ecb31dbad39c,ReadBMPImage,791,CVE-2018-16645-patch-ecb31dbad39c-magickcore
imagemagick,CVE-2021-20246,8d25d94a363b,ScaleResampleFilter,19,CVE-2021-20246-patch-8d25d94a363b-magickcore
imagemagick,CVE-2019-11470,e3cdce6fe121,ReadCINImage,293,CVE-2019-11470-patch-e3cdce6fe121-magickcore
imagemagick,CVE-2020-27755,f28e9e56e1b5,SetImageExtent,12,CVE-2020-27755-patch-f28e9e56e1b5-magickcore
imagemagick,CVE-2018-20467,db0add932fb8,ReadBMPImage,791,CVE-2018-20467-patch-db0add932fb8-magickcore
imagemagick,CVE-2019-10649,d3ae9c19125c,SVGEndElement,213,CVE-2019-10649-patch-d3ae9c19125c-magickcore
imagemagick,CVE-2016-10065,134463b926fa,IsVIFF,7,CVE-2016-10065-patch-134463b926fa-magickcore
imagemagick,CVE-2016-10065,134463b926fa,ImportGrayQuantum,224,CVE-2016-10065-patch-134463b926fa-magickcore
imagemagick,CVE-2016-10065,134463b926fa,ReadVIFFImage,536,CVE-2016-10065-patch-134463b926fa-magickcore
imagemagick,CVE-2019-13137,35ccb468ee2d,ReadPSImage,428,CVE-2019-13137-patch-35ccb468ee2d-magickcore
imagemagick,CVE-2016-9556,ce98a7acbcfc,ReadSGIImage,393,CVE-2016-9556-patch-ce98a7acbcfc-magickcore
imagemagick,CVE-2022-0284,e50f19fd73c7,WritePICONImage,175,CVE-2022-0284-patch-e50f19fd73c7-magickcore
imagemagick,CVE-2022-48541,155ebcd89ccb,MogrifyImageCommand,11074,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,AnimateImageCommand,3981,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,MontageImageCommand,5539,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,StreamImageCommand,1716,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,ConjureImageCommand,213,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,IdentifyImageCommand,2081,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,CompareImagesCommand,3822,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,ConvertImageCommand,9462,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,ImportImageCommand,3730,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,DisplayImageCommand,5720,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2022-48541,155ebcd89ccb,CompositeImageCommand,4489,CVE-2022-48541-patch-155ebcd89ccb-magickwand
imagemagick,CVE-2019-12974,93a9ccc85bd6,ReadLABELImage,151,CVE-2019-12974-patch-93a9ccc85bd6-magickcore
imagemagick,CVE-2019-12974,93a9ccc85bd6,ReadCAPTIONImage,175,CVE-2019-12974-patch-93a9ccc85bd6-magickcore
imagemagick,CVE-2019-13307,025e77fcb2f4,AcquirePixelThreadSet,27,CVE-2019-13307-patch-025e77fcb2f4-magickcore
imagemagick,CVE-2021-3596,43dfb1894761,ReadSVGImage,124,CVE-2021-3596-patch-43dfb1894761-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,AcquireVirtualMemory,61,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,WritePICTImage,290,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,ReadICONImage,438,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,AutoResizeImage,34,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,RelinquishVirtualMemory,22,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2015-8895,0f6fc2d5bf8f,GetMagickDelegates,1,CVE-2015-8895-patch-0f6fc2d5bf8f-magickcore
imagemagick,CVE-2020-27770,be90a5395695,SubstituteString,36,CVE-2020-27770-patch-be90a5395695-magickcore
imagemagick,CVE-2021-20310,75f6f5032690,ConvertXYZToJzazbz,10,CVE-2021-20310-patch-75f6f5032690-magickcore
imagemagick,CVE-2020-27751,f60d59cc3a7e,SetQuantumDepth,23,CVE-2020-27751-patch-f60d59cc3a7e-magickcore
sqlite,CVE-2019-8457,e41fd72acc7a,rtreenode,35,CVE-2019-8457-patch-e41fd72-sqlite3
sqlite,CVE-2022-46908,8af6d712daa7,safeModeAuth,13,CVE-2022-46908-patch-8af6d71-sqlite3
sqlite,CVE-2019-19926,8428b3b43756,multiSelect,201,CVE-2019-19926-patch-8428b3b-sqlite3
sqlite,CVE-2019-19646,ebd70eedd5d6,sqlite3Pragma,907,CVE-2019-19646-patch-ebd70ee-sqlite3
sqlite,CVE-2019-19646,ebd70eedd5d6,sqlite3Pragma,907,CVE-2019-19646-patch-926f796-sqlite3
sqlite,CVE-2019-19317,522ebfa7cee9,lookupName,234,CVE-2019-19317-patch-522ebfa-sqlite3
sqlite,CVE-2016-6153,7694e0646120,unixGetTempname,16,CVE-2016-6153-patch-7694e06-sqlite3
sqlite,CVE-2016-6153,7694e0646120,unixTempFileDir,24,CVE-2016-6153-patch-7694e06-sqlite3
sqlite,CVE-2019-19242,57f7ece78410,sqlite3ExprCodeTarget,388,CVE-2019-19242-patch-57f7ece-sqlite3
sqlite,CVE-2019-19242,57f7ece78410,whereIndexExprTransColumn,8,CVE-2019-19242-patch-57f7ece-sqlite3
sqlite,CVE-2020-13434,dd6c33d372f3,printfTempBuf,11,CVE-2020-13434-patch-dd6c33d-sqlite3
sqlite,CVE-2020-13434,dd6c33d372f3,sqlite3_str_vappendf,457,CVE-2020-13434-patch-dd6c33d-sqlite3
sqlite,CVE-2020-11656,fb99e388ec7f,renameUnmapSelectCb,29,CVE-2020-11656-patch-fb99e38-sqlite3
sqlite,CVE-2020-11656,fb99e388ec7f,unmapColumnIdlistNames,6,CVE-2020-11656-patch-fb99e38-sqlite3
sqlite,CVE-2021-31239,6536c4f18e3d,apndOpen,26,CVE-2021-31239-patch-6536c4f-sqlite3
sqlite,CVE-2018-20346,29d77dc450fc,nodeReaderNext,37,CVE-2018-20346-patch-29d77dc-sqlite3
sqlite,CVE-2018-20346,29d77dc450fc,fts3SegReaderNext,72,CVE-2018-20346-patch-29d77dc-sqlite3
sqlite,CVE-2018-20346,29d77dc450fc,fts3ScanInteriorNode,53,CVE-2018-20346-patch-29d77dc-sqlite3
sqlite,CVE-2023-7104,09f1652f36c5,sessionReadRecord,51,CVE-2023-7104-patch-09f1652-sqlite3
sqlite,CVE-2021-36690,77ea22300b5b,idxGetTableInfo,50,CVE-2021-36690-patch-77ea223-sqlite3
sqlite,CVE-2020-11655,c415d91007e1,resetAccumulator,34,CVE-2020-11655-patch-c415d91-sqlite3
sqlite,CVE-2020-15358,b7cbf5c1b2a9,multiSelect,206,CVE-2020-15358-patch-b7cbf5c-sqlite3
sqlite,CVE-2020-15358,b7cbf5c1b2a9,flattenSubquery,178,CVE-2020-15358-patch-b7cbf5c-sqlite3
